0,123.93542615359003
1,110.424303945226
2,126.35137056258802
3,88.87031231910498
4,115.13742139429998
5,149.11229909246705
6,107.27339804166499
7,86.58534315550705
8,94.75969865975401
9,127.20025967846499
10,165.39729030471503
11,108.01634613053585
12,88.80581521594196
13,132.52773267792702
14,110.431899295642
15,95.604882687657
16,82.25403291404902
17,75.69258893232302
18,146.13239688719
19,194.4013438239
20,77.27927351062007
21,103.66335091657999
22,126.29763915008704
23,270.94039658732
24,180.83739899288992
25,171.35426048739203
26,120.68863192766895
27,148.2579838602279
28,156.34046114964505
29,82.65426914256102
30,108.56334508174297
31,184.76203953906003
32,167.79393590970997
33,177.02105326748003
34,110.39163118577999
35,71.168408610928
36,91.04450599190301
37,114.44161241619993
38,87.14895537216599
